"","overallx","nrisk1","nrisk2","nrisk3","nrisk4","nrisk5","nrisk6","nrisk7","nrisk8","nrisk9","nrisk10","nrisk11","nrisk12","nrisk13","nrisk14","nrisk15","nrisk16","nrisk17","nrisk18","nrisk19","nrisk20","nrisk21","nrisk22","nrisk23","nrisk24","nrisk25","nrisk26","nrisk27","nrisk28","nrisk29","nrisk30","nrisk31","nrisk32","nrisk33","nrisk34","nrisk35","nrisk36","nrisk37","nrisk38","nrisk39","nrisk40","nrisk41","nrisk42","nrisk43","nrisk44","nrisk45","nrisk46","nrisk47","nrisk48","nrisk49","nrisk50","nrisk51","nrisk52","nrisk53","nrisk54","nrisk55","nrisk56","nrisk57","nrisk58","nrisk59"
"1123",0,3,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1124",0,6,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,4,4,1,1
"1125",0,6,1,1,6,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1
"1126",0,6,1,1,6,1,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2
"1127",1,6,1,1,6,2,4,3,2,3,3,3,1,2,1,1,1,1,2,2,2,2,1,1,4,4,1,1,4,4,2,2,4,4,2,2,4,3,2,2,2,2,1,1,2,2,1,1,4,4,4,4,4,2,2,4,3,3,4,3
"1128",0,6,1,1,6,1,3,1,2,1,1,1,5,1,1,5,5,2,4,2,1,1,5,2,4,2,4,2,2,1,1,1,3,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,4,4,1,1,3,1,2,2,1,1
"1129",0,6,2,2,2,1,2,1,2,2,1,2,1,1,1,4,6,2,1,2,1,2,6,2,3,2,2,2,4,2,2,2,3,2,2,2,4,2,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
"1130",1,6,3,3,5,1,1,1,3,3,3,3,3,1,3,1,3,2,4,2,2,2,4,2,4,2,5,2,4,2,4,2,4,2,2,2,4,2,3,2,5,2,5,2,2,2,2,2,3,2,4,2,4,2,4,2,4,2,4,2
"1131",1,6,1,2,4,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,3,3,3,2,2,2,2,1,1,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,4,3,3,2,2,2,2,2,2,2,2
"1132",0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2
"1133",1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1134",1,2,1,4,4,6,5,5,4,1,1,4,1,1,1,5,5,5,4,2,1,1,1,1,2,2,4,4,4,4,4,4,6,6,6,6,2,5,4,4,4,4,4,4,4,4,4,4,6,6,4,4,3,3,1,1,2,2,6,6
"1135",0,6,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,4,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
"1136",0,6,1,2,6,1,2,2,1,1,1,3,1,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2
"1137",1,6,1,1,6,1,4,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,4,1,2,1,2,1,1,1,4,2,1,1,4,1,4,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,6,2
"1138",0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"1139",0,2,2,5,2,2,3,1,3,1,1,1,1,2,2,4,1,3,3,2,2,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,2,2,3,4,1,1,1,1,2,2,2,2
"1140",0,6,2,2,5,2,2,4,2,1,1,2,1,3,3,3,2,1,2,2,2,2,1,1,3,4,2,3,3,3,2,2,3,2,3,1,1,1,3,2,2,2,2,2,1,1,1,1,3,1,4,3,2,2,2,2,2,2,3,2
"1141",0,6,1,1,6,1,2,1,1,1,1,1,1,2,2,2,1,2,3,2,2,2,3,5,1,5,2,2,1,2,1,2,1,2,1,1,1,3,1,1,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,2,1,2,1,3
"1142",0,6,1,1,6,1,4,2,2,2,1,1,2,1,1,3,4,4,2,2,1,1,4,4,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,1
"1143",0,6,2,1,6,1,1,1,2,4,1,2,1,4,1,4,1,3,3,4,1,4,2,1,2,2,1,4,3,1,3,1,3,1,2,1,2,2,1,1,2,1,2,1,2,2,3,4,2,4,2,2,3,2,1,1,2,4,2,4
"1144",0,5,2,2,1,2,5,1,1,1,1,4,2,1,1,3,2,2,3,1,1,1,2,2,1,1,1,1,4,2,2,1,6,2,3,2,6,2,1,1,1,1,1,1,6,2,2,2,2,2,4,3,2,2,2,2,3,3,1,1
"1145",0,6,2,3,3,2,4,2,3,2,2,4,4,2,2,3,3,3,4,3,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1146",0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,3,2
"1147",1,6,1,1,6,2,5,1,5,1,5,4,1,1,1,5,5,2,2,2,2,2,2,2,1,1,2,2,6,2,5,2,6,5,6,6,6,4,2,2,2,2,2,2,1,1,1,1,1,1,2,2,6,1,6,1,6,1,6,1
"1148",0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1149",0,6,3,2,6,1,1,1,1,1,2,3,1,2,2,4,5,2,4,3,2,2,3,3,2,4,1,2,3,3,2,1,1,1,2,2,1,1,4,3,1,1,1,1,2,2,2,2,2,2,4,3,1,1,2,2,2,2,4,4
"1150",0,6,1,1,6,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,3,6,6
"1151",0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1152",1,6,1,2,6,2,6,3,1,3,4,1,4,1,1,1,2,2,4,4,1,1,6,6,5,5,3,3,3,5,1,3,2,2,2,2,6,6,2,2,2,4,1,1,2,2,4,4,5,5,3,3,2,2,3,3,2,3,3,2
"1153",0,4,1,1,4,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,4,4
"1154",0,6,6,4,6,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,6,3
"1155",0,4,2,3,3,3,3,3,3,3,1,3,2,1,1,3,1,1,1,1,1,1,1,1,4,1,4,1,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,4,4
"1156",0,6,1,1,6,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2
"1157",0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,4,2,6,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,1,2,1,2,1,2,6,2
"1158",0,2,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,2,2,2,3,1,1,2,4,2,3,1,4,3,3,1,1,1,1,1,1,2,2,1,3,2,3,1,1,1,1,1,1,6,1
"1159",1,5,1,1,5,1,1,1,1,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,4,3,4,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,3,2,3,3,3,3
"1160",0,6,4,4,5,1,1,1,3,1,1,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,5,2,3,2,1,2,1,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,2,4,2,5,2,3,2,2,2,4,2
"1161",1,6,4,4,5,4,4,2,4,3,3,3,3,2,4,4,2,2,5,2,2,2,2,2,5,2,4,2,4,2,4,2,5,2,3,2,5,2,2,2,3,2,3,2,3,2,3,2,5,2,5,2,5,2,5,2,5,2,2,2
"1162",0,6,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,6,6
"1163",0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1164",0,4,2,2,2,1,2,2,2,1,1,2,1,2,2,4,3,2,2,2,2,2,2,2,4,4,4,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2
"1165",1,6,6,1,6,2,1,6,2,2,2,2,2,2,2,6,6,2,6,6,2,2,6,6,6,6,6,2,6,6,6,6,6,6,6,6,4,4,2,2,4,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6
"1166",1,4,3,2,2,1,2,1,2,5,4,4,4,1,1,3,4,2,4,2,1,2,4,2,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,4,2,3,2,3,2,4,2,4,2
"1167",0,2,1,1,2,3,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,4,2
"1168",1,6,1,3,6,1,3,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,2,4,4,1,1,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,6,6
"1169",0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1170",1,5,2,1,5,1,4,1,1,1,1,4,1,2,2,4,1,6,5,5,2,2,6,6,4,5,5,2,3,4,3,2,5,5,2,2,4,5,2,2,3,2,4,4,2,2,2,2,5,5,4,4,2,2,2,2,2,2,4,4
"1171",0,6,1,2,6,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2
"1172",0,6,5,4,5,2,2,2,3,3,2,4,5,1,1,4,4,2,4,2,1,2,4,2,3,2,2,2,4,2,4,2,4,2,2,2,2,2,4,2,5,2,4,2,1,2,1,2,1,2,5,2,3,2,2,2,2,2,1,2
"1173",1,6,3,3,3,3,4,3,4,3,3,4,4,2,2,4,4,2,4,2,2,2,5,2,5,2,3,2,4,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,4,2,4,2,4,2,4,2,4,2
"1174",0,2,2,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,3,1,3,1,2,1,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,6
"1175",0,6,1,1,6,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"1176",1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1177",0,2,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
"1178",0,6,1,2,6,1,3,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,5,5,3,3,2,2,2,2,2,2,5,5,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2
"1179",0,3,1,1,1,4,4,1,3,1,1,1,1,4,3,6,6,1,5,1,5,1,6,1,5,1,5,1,5,1,5,1,5,1,5,1,2,1,5,1,5,1,4,1,2,1,5,1,6,1,5,1,2,1,2,1,2,1,5,1
"1180",0,6,1,1,6,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1
"1181",0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,4,3,1,1,1,1,4,4,3,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,3,1,1,2,2
"1182",0,2,4,3,3,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,2,2,2,1,1,2,4,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,2,2,2,2
"1183",1,6,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1184",0,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1185",1,4,4,1,6,1,4,2,2,2,4,6,1,2,2,6,2,2,6,2,2,2,6,6,2,2,2,2,4,2,4,2,6,2,4,2,4,2,4,2,1,2,2,2,1,2,1,2,6,1,4,2,4,1,1,1,4,2,6,4
"1186",1,6,1,1,6,1,4,3,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,5,5,5,1,2,1,2,1,2,3,2,1,2,1,4,1,2,1,1,1,1,1,1,1,2,5,5,1,1,1,1,1,1,6,2
"1187",0,6,2,2,3,1,1,2,2,2,2,1,1,1,1,4,2,2,4,3,2,2,1,1,2,2,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,3,3,1,1
"1188",0,5,3,3,6,2,3,2,2,1,2,1,4,1,1,3,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,4,2,4,3,2,2,3,1,3,2,3,2,3,2,2,2,2,2,4,3,3,2,3,2,2,3,3,3,3
"1189",0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1190",0,6,1,1,6,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,2,2
"1191",0,6,1,2,6,1,1,1,2,1,1,1,2,2,1,4,2,2,2,2,1,1,1,1,1,1,3,3,4,4,4,4,3,3,2,2,2,2,4,4,4,4,1,1,2,2,2,2,3,3,4,4,1,1,3,3,1,1,2,2
"1192",0,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2
"1193",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2
"1194",0,5,1,3,5,1,3,1,3,1,1,1,2,1,1,2,1,6,2,1,2,3,1,2,3,3,2,2,2,4,2,3,2,3,2,3,2,3,1,3,1,2,1,2,1,1,1,1,2,2,3,2,2,2,2,2,3,2,1,2
"1195",0,4,3,3,3,3,3,2,3,2,2,2,2,3,1,3,2,2,4,2,2,2,2,2,2,2,2,2,4,3,4,2,3,3,2,2,2,2,3,2,3,2,2,2,3,3,2,2,3,3,4,4,4,4,2,2,3,3,2,2
"1196",0,6,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2
"1197",0,6,4,4,6,2,1,1,1,1,1,1,1,2,1,5,6,1,1,1,2,2,2,2,6,6,2,2,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"1198",0,6,3,3,6,1,1,1,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,2,2,2,2,6,2
"1199",0,6,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1
"1200",0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,3,1,4,3,2,2,4,1,1
"1201",0,6,1,2,6,1,1,1,2,1,1,1,1,5,1,2,1,6,2,2,1,6,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1
"1202",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,3,2,4,2,6,2
"1203",1,5,5,5,6,6,6,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,6,2,2,2,2,4,2,2,2,6,6,6,6,6,6,2,6,2,2,2,2,6,6,2,2,6,6,2,2,2,2,2,2,2,2,6,6
"1204",0,4,1,1,4,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,5,1,2,1,1,1,6,1,6,1,1,1,1,1,5,1,1,1,2,1,6,2,2,1,1,1,1,1,1,1,6
"1205",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,2,6,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2
"1206",0,6,2,1,6,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,3,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1
"1207",0,6,1,1,6,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2
"1208",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"1209",1,5,1,3,6,4,1,1,4,2,2,2,3,6,4,6,6,2,4,2,1,2,6,6,4,6,6,2,6,2,5,2,6,2,2,2,2,2,4,2,5,2,6,2,1,2,2,2,4,2,6,6,6,6,3,2,2,6,6,6
"1210",1,5,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,3,2,4,2,4,2,4,2,2,2,4,2
"1211",1,6,4,3,3,3,5,3,4,4,4,5,4,2,2,3,3,3,4,4,2,2,3,6,4,4,5,5,4,4,4,4,3,5,3,5,3,5,3,5,4,5,4,5,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4
"1212",0,6,1,1,6,1,1,1,2,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2
"1213",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
"1214",1,5,6,2,5,2,6,4,2,6,4,4,2,2,2,6,5,2,5,2,2,2,6,2,6,2,2,2,5,2,5,2,6,6,6,6,6,6,5,2,5,6,5,2,2,2,2,2,6,6,6,2,6,2,6,6,5,2,6,6
"1215",0,4,1,1,4,1,4,2,2,1,4,1,4,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,1,2,1,2,1,2,4,2,1,2,4,2,2,2,3,2,2,2,3,2,2,2,4,2
"1216",0,5,1,1,5,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2
"1217",1,6,1,1,6,1,1,1,3,1,1,1,1,2,1,4,1,1,1,1,2,2,6,6,6,6,2,2,5,5,1,1,6,6,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,2,2,6,6,2,2
"1218",0,6,1,1,6,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,6,4
"1219",0,6,2,2,2,2,3,4,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,2
"1220",0,6,1,1,6,1,6,5,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2
"1221",0,6,4,4,6,2,2,1,4,2,4,4,4,2,2,2,2,2,4,4,2,2,2,2,5,2,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,4,4,2,2,2,2,4,2,4,2,2,2,4,4,4,4,2,2
"1222",0,6,2,2,6,1,2,1,1,1,1,3,2,2,1,3,2,2,2,2,1,2,4,2,3,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2
"1223",0,6,1,1,6,1,1,1,1,1,2,3,2,1,1,4,2,2,1,1,2,2,2,5,4,4,3,3,2,4,1,3,1,4,2,2,1,3,1,3,1,3,1,3,1,1,1,1,1,3,3,3,3,2,1,1,3,3,3,1
"1224",0,3,3,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,4,1,2,2,2,1,1,1,1,1,1,1,2,1,2,4,2,2,2,2,2,2,2,2
"1225",1,6,3,1,6,1,2,1,1,1,2,2,2,1,1,4,6,6,4,4,2,6,6,6,6,6,6,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,5,5,5,4,3
"1226",0,4,2,3,4,1,1,1,6,1,1,6,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,1,2,2
"1227",0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,3,2,4,2,1,2,1,2,1,2
"1228",0,2,4,4,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,3,2,2,1,2,2,1,1,4,4
"1229",0,6,4,4,6,2,2,1,4,2,4,4,4,2,2,2,2,2,4,4,2,2,2,2,5,2,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,4,4,2,2,2,2,4,2,4,2,2,2,4,4,4,4,2,2
"1230",0,6,2,2,6,1,1,1,3,3,1,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,5,2,3,2,1,2,1,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,2,4,2,5,2,3,2,2,2,4,2
"1231",1,6,4,2,6,1,3,1,2,4,3,1,2,1,1,4,5,2,2,2,1,2,5,2,2,2,2,2,2,2,2,2,4,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,3,3,6,6
